uir emborcar
questionável indiscutível
desabafar velar
atento precipitado
desdobar enovelar
improficiente vantajoso
desataviar espenicar
vaziar tumeficar
sáfaro fértil
disturbar desanuviar
adiar precipitar
derrancar arraigar
desapertar apertar
indecência resguardo
desencarrilhar encarrilhar
fofice aspereza
folgar premer
escassear superabundar
confirmar improbar
intensificar restringir
desentrançar enastrar
fleima enleio
desenfurecer assanhar
desencapar emaçar
desajoujar prender
aconchegar desaconchegar
agudeza obtusão
modesto triunfante
desarmonizar betar
retesamento molificação
frugalidade destemperança
avarento ditoso
afeiar aformosear
perecedoiro perdurável
calmar irritar
valorizar desabonar
altear abaixar
indelicado amoroso
destreinar exercitar
assear encardir
apagado flamejante
aborrecer satisfazer
transpor extravasar
limpar lambuzar
regrar descarrilar
fasto desgraciado
cauteloso descautelado
desavença ajustamento
despretensão pomada
baço flamante
desencasquetar martelar
desembaralhado amaçarocado
desencapar envolver
contente triste
assear macular
desagarrar envencilhar
obrigar exonerar
afrouxamento incontinência
escusar pedir
murchidão vigor
perturbar distribuir
caudato descaudado
perder economizar
desatar enlear
vascolejar achanar
iluminar abaçanar
desaformosear aformosentar
franco iliberal
desangustiar consumir
descompanhar imitar
quebrar respeitar
desapiedar amiserar
aclarar demolir
desflorescer medrar
brandura asperidade
crescimento declinação
desencravilhar espetar
desvaidade afetação
aclimado desaclimatado
desarrugar ababadar
extemporaneidade oportunidade
agitar calmar
ambágio preciso
improfícuo frutuoso
adiposo delgado
desacautelar precaver
descobrir encarrancar
entrar arrematar
enobrecer desgabar
descurvar encurvar
desarmonioso mélico
alinhado desarrumado
animar arrefentar
crescimento desmedramento
desembravecer azedar
nitidez opacidade
educação impolidez
desoportuno cabido
doirar mazelar
paridade imparidade
enaltecer esquartejar
desenriquecer adinheirar
prontidão lentidão
afetividade aversão
desembaraço indiligência
desagasalhar resguardar
desinteressar importar
viridente queimado
antecipação protelação
desorado tempestivo
perecedor imperecedoiro
incorporal material
libertar prender
canhoto habilidoso
balofo magro
aurorar escurentar
desacautelar salvaguardar
desafrontar afrontar
desaparelhar formosentar
galonar detratar
derrear vitalizar
feridade domesticidade
movimento estagnação
forçado espontâneo
vergonha destemor
ressentimento satisfação
medrar decrementar
nascível inascível
irresolvível resolúvel
desgarrar confinar
conveniência descompostura
coalhar liquidificar
desfranzir encorrear
esquecer zelar
desbravecer excitar
divorciar arranjar
erguer abater
fugaz perdurável
extravaganciar desaproveitar
política agrestidade
desencolerizar derrancar
desabrigo abrigadouro
desagravo pioria
insuperável superável
diligente ocioso
desestorvar pejar
decolagem aterrissagem
rude amoroso
enaltar desdoirar
infrutuoso vantajoso
declínio subimento
desobstruir cortar
adventício autóctone
desenlambuzar untar
justapor desjuntar
acoimar retribuir
desempachar atochar
dedicar despegar
zarpar encostar
desamistar benquistar
aparamentado simples
continuar descontinuar
demasia parcimônia
desalagar atranqueirar
molestar comprazer
arrear hastear
desajeitar acomodar
cantar rebaixar
desenjoar massacrar
perto longe
admissibilidade inadimissibilidade
alcance ininteligência
decente ímprobo
forte claro
desriçar embaraçar
jarretar ensejar
deturbação aquietação
lamber desfazer
degelar enregelar
abaixamento insubmissão
dissociação integração
afeiar abonecar
expansivo sobrancelhudo
enaltecer denegrecer
desencarquilhar encorrugir
calmar azedar
consternar animar
inimistar paziguar
riqueza pauperismo
levantador pacificador
dessujar emporcar
intolerável patível
desaplicar assinar
aquebrantar enrijar
louvaminhar esfazer
arranjar vitimar
desprevenir cautelar
elastério frouxidade
receio audácia
aumentar retundir
desaperto aperto
junto remontado
embaçado radiante
contratação derribamento
desarrugar encorrear
suportar sucumbir
desenfeitar decorar
avolumar adelgar
probo desonesto
desvigorar reforçar
generoso vilão
baixar elevar
cordial refalsado
estrear selar
desenredar enriçar
explicável inexplicável
inadvertência recado
segredar dessegredar
desestorvar barrar
diminuição elevação
solidar liquidificar
encanudar desanelar
plausível inaceitável
indelicado atento
estabelecer liquidar
desencrespar encrespar
desabafar agasalhar
excecional corriqueiro
sujidade asseio
exacerbar temperar
decisão irresolução
injustificável procedente
evidência inevidência
detrair encarecer
despertado repousado
face verso
extenuar temperar
fragilizar desenervar
rude afetuoso
fôlego langor
desautorizar assegurar
inafiançável afiançável
alagado enxuto
ilegitimar autenticar
fortuna revés
prontidão traspasso
desajustar unir
desconcentrar inspissar
descobrir tapar
desencabular encalistrar
dissipar entesoirar
probo deselegante
ensoberbecer avilar
limpar nodoar
embrandecer inteiriçar
desencalhar abarrancar
importuno acomodado
aclarar escurecer
elegante achamboado
ajudar empacar
descolorir condecorar
agasalhador inóspito
enfraquentar enrijar
amanhado desguarnecido
descabido idôneo
importação exportação
força incapacidade
friúra calor
derreter solidar
torvação calma
fino desprimoroso
desvencilhar enlaçar
intranquilizar pacificar
realidade vagueação
desencarcerar subjugar
obstruído desencalhado
acautelado imprudente
fofar envilecer
saciedade desfastio
enfraquentar retemperar
desentupir cortar
discorde harmonioso
desembaçar deslustrar
ovação apupada
desarrugar encarquilhar
xeretear desprezar
descida içamento
acoimar absolver
pobre endinheirado
desarmonizar paziguar
desentesar esticar
cerrar entreabrir
aberto obumbrado
irracionável racionável
desacoitar acaçapar
desenvolvido desmedrado
desconciliar recongraçar
recrudescer remitir
desfranzir franzir
conjunto recuado
acidentalmente sobrepensado
calmo peralta
calado garrulante
invigilância carinho
prodigalidade pequeneza
destrinchar emaranhar
reagravar amansar
sujo desenxovalhado
rebelde obediente
acume fralda
considerado arremessado
operoso madraço
consideração desacatamento
inalterabilidade removibilidade
econômico degastador
incompletude integralidade
desenlamear lambuzar
desempecilhar atrancar
fecúndia improdutividade
carminar desenrubescer
desbaratar entesourar
irreparabilidade reparabilidade
acúmen sobpé
inconveniente acômodo
rebaixamento elevação
esvaziar inchar
restaurar danar
feiúra boniteza
sufocado irreprimido
negação asserção
ornado desaparelhado
malíssimo excelente
favorecer dificultar
prevenido imprecatado
aclamação corrimaça
absurdo siso
infecundo fértil
divinizar desprimorar
desarmônico suave
destristecer melancolizar
desastrado airoso
descivilizar desembrutecer
estroçar embornalar
desentenebrecer macular
quieto dizedor
adotar repugnar
afrouxar adstringir
ocioso frutuário
barbarizar limar
divinizar desnobrecer
desnovelar enlinhar
princípio fechamento
carregar desembaraçar
revoltador apaziguante
vencido triunfante
infrutuoso proficiente
desagastar repruir
rispideza amabilidade
empolado bonança
acompridar encurtar
acerado embotado
desenlamear embodegar
dividir sintonizar
benevolência malvadeza
doblez sinceridade
anarquizar confeccionar
ignoto insigne
acercar tirar
abeirar amover
desmodorrar cansar
insofrível patível
prêmio correção
desencasquetar renitir
desnevoar encapotar
emocional cabeça
prodigar cumular
contentar molestar
desenvergar alquebrar
limpar envolver
excluir acrescentar
indiferença susceptibilidade
desapercebimento recado
abafar delatar
sáfaro úbere
governável ingovernável
pró contra
apercebível incompreensível
tirar inserir
entreabrir nevoar
desembaralhar desarranjar
encaracolado escorrido
inútil frutuoso
cruel suscetível
fracalhão temido
imperícia maestria
animar congelar
desafetação vacuidade
desigualar igualar
aumentar acalmar
baço resplendente
apercepção miopia
temporâneo duradoiro
onerar absolver
avolumar abicar
escassez provimento
ligar desengrazar
regrar desmesurar
desemaranhado enredado
desassanhar escabritar
progredir retrasar
calmar exaltar
apertado capaz
entrar cerrar
côncavo convexo
desenfezar enojar
inubo enevoado
desentristecer encaramujar
desembruscar sombrear
desprender prender
desenredar desgadelhar
orgulhar avilar
orientar desnortear
improfícuo útil
expulsar albergar
adornado simples
desalagar atrancar
acanhado ousado
despiedar compadecer
destramar tecer
desmortificar apuar
alentar enfraquentar
desentrosar apropriar
bacento flamíneo
caseiro luxuoso
afetação modéstia
desprecatar garantir
desagastar enjerizar
desenredar encalacrar
arredar aproximar
pompa simplicidade
encobrir desvendar
imaterial corpóreo
debandar arranjar
desendemoniar revoltar
desimpedir fechar
avisado desprecavido
estriçar enredear
curioso prosaico
alívio atormentação
desgarrar aprochegar
inspiração expiração
contrariar lisonjear
afilado obtuso
acreditar descrer
despolir brunhir
restituir desapossar
desestimular pruir
independência adscrição
desaplaudir apoiar
alegrar murchecer
descobrir escurentar
decremento acrescência
desencaixotar encasar
prostrar retemperar
apaparicar esfazer
vir acabar
descolorir corar
desencolerizar enraivecer
desaquecer despertar
estar perder
azougar apacificar
vascolejar acomodar
fracasso êxito
moralizar amoralizar
fedegoso perfumoso
desengordurar lambuçar
desencruar exagitar
dissidiar aliar
benevolência desconsideração
arrepanhado baixado
fedegoso olente
cortês desprimoroso
maleabilidade resistência
dissolvência indissolução
salubridade insalubridade
descombinar apalavrar
pentear desengrenhar
malgastar embornalar
prodigalizar entesoirar
inubo anuviado
descaminhar ensoar
desnevoar embrumar
desaprumar endireitar
guardamento desalojamento
desembaçar embaçar
descombinar compor
receptível incabível
desagaloar encomiar
probo infiel
desaplaudir louvar
aceitoso inaceitável
exacerbar acalentar
desunido junto
desacreditar louvar
dilatar contorcer
espalhado ajuntado
virente seco
desenrugar embabadar
invulgar batido
embuçar desencobrir
tirar suplementar
alabastrino farrusco
reformar arruinar
alquebrar enrijar
agitar aquedar
comiseração imisericórdia
bestificar limar
desbordar moderar
desengulhar anojar
esconder amostrar
desarrugar crispar
despresumido abalofado
principio termo
cindir paziguar
aplanar travar
desempedernir insensibilizar
alegrar encaramujar
relíquia vulgaridade
encetar fechar
desencrespar encrespar
escurecer alumiar
enfraquentar oxigenar
descoimar coimar
animar desalentar
solidificar dissolver
vangloriar profanar
insensível suscetível
descreditar encarecer
decercar cercar
bondosamente malvadamente
desenfezar enraivar
plausível inadmissível
isentar contar
gabar rebaixar
comezinho augusto
benfeitor maldadoso
determinação vacilação
exorcismar endemoninhar
desparecer alevantar
vertical penso
olvidar rever
extenuar desentibiar
desmodorrar descansar
desalagar dificultar
engrandecer abaixar
elanguescer substanciar
cevar emaciar
lógico absurdo
altruísmo egocentrismo
apoteosar desconjurar
adjugar aferrolhar
economia desbarate
afrouxar oprimir
alumbrar marear
decente desairoso
esvazar empachar
alegre verçudo
apercebido imprevidente
despejar gasalhar
vaziar apejar
oposição direita
encorpar estreitar
encher esvazar
aproximar desviar
desenrascar encalacrar
desintumescer volumar
espertar adormir
humilhado estimado
desentristecer aflechar
aceitação desconsideração
desembrumar cobrir
afim desviado
limpo obumbrado
afofar pejorar
debilidade saúde
beneficiar amolestar
descombinar concertar
anuência desinteligência
desvitalizar robustecer
decente indecente
esvaziar apojar
desadornar alfaiar
desensinar doutrinar
desenfuscar empanar
desproteção resguardo
discordar aquiescer
desenriçar empaçocar
desenrugar encrespar
desassazonado retardio
desamolgar amarrotar
desenfadar enfarar
parco esperdiçador
iluminar escandalizar
escampado carregado
encoimar desculpar
desenrugar pregar
prodigar ajuntar
pender empertigar
apercepção indiscriminação
serventia inutilidade
insensível sensível
revinda saída
afear formosear
restaurar minar
estavanado jeitoso
desajeitar ajeitar
desembaraçar impedir
galonar desdoirar
vencimento perdida
desajoujar emparelhar
desenjoar paulificar
inube enevoado
abalar paziguar
aberto acabado
alopático hahnemânnico
distender comprimir
vendível invendível
lícito extrajurídico
desarraigar arraigar
embuçar expirar
depenar emplumar
inarmônico suave
persuadir descapacitar
ruído silêncio
descolorir pigmentar
abrir rematar
desbordar refrear
desaprovar apoiar
conquista perda
esvaziar abolsar
rude melieiro
receber enjeitar
desigualar aplanar
continuar cessar
exclusão inclusão
desentulhar empanzinar
desintrincrar intricar
destocar entocar
desvitalizar desentibiar
negrejar branquejar
deformar moldar
discernimento ignoração
intensificar moderar
prosperidade queda
desalinhar ordenar
desenclaustrar represar
desentediar enfestar
libertar forçar
deferência altivez
destocar enlurar
concorde desavindo
desarmonizar reconciliar
enlanguescer tonificar
desembravecer enraivar
desoxidar desniquelar
descarrilhar encaminhar
desencorajar aquecer
babélico ajeitado
poltrão brioso
